Weather:,518,Location:,Shannon Airport Area,,,,
,,,,,,,
Voltage,10,10,10,10,10,10,10
,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,SC14,SC16,SC18,SC22,SC15,SC17,SC24
Load:,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading
18/11/2016 15:30,0,65.1,64.2,25.1,101.9,61.5,98.2
18/11/2016 16:00,0,58.9,60.3,25.1,97,57,96.3
18/11/2016 16:30,0,61.7,56.3,25.1,91.5,55.6,93.5
18/11/2016 17:00,0,69.9,50.9,23,88.7,59.3,92.1
18/11/2016 17:30,0,68.4,50.9,19.9,86.7,55.7,86.7
18/11/2016 18:00,0,61.9,48.5,19.9,84.4,52.5,88.2
18/11/2016 18:30,0,60.7,46.5,19.9,84.6,50.7,90.5
18/11/2016 19:00,0,56.7,46.1,15.8,87.5,48.4,89.8
18/11/2016 19:30,0,56,44.1,15.1,86.8,46.9,85.2
18/11/2016 20:00,0,56,44.1,15.1,86.8,46.9,85.2
18/11/2016 20:30,0,54.5,39.9,15.1,83.3,40,85.9
18/11/2016 21:00,0,56.2,36.9,15.1,83.1,39.8,85.9
18/11/2016 21:30,0,53.9,35.3,15.1,80.1,41.2,85.9
18/11/2016 22:00,0,50.1,32.8,15.1,80.4,39.7,85.9
18/11/2016 22:30,0,52.2,33.6,15.1,80.1,40.7,85.6
18/11/2016 23:00,0,53.8,32.9,15.1,75.5,37.9,85.6
18/11/2016 23:30,0,55.4,32.9,15.1,69.7,37.4,85.6
19/11/2016 00:00,0,53.5,33.3,15.1,66.8,40.8,80.7
19/11/2016 00:30,0,50.5,34.1,15.1,64.3,39.1,83.1
19/11/2016 01:00,0,48,32.6,15.1,62.3,38.8,82.1
19/11/2016 01:30,0,48.2,35.6,15.1,60,39.7,81.7
19/11/2016 02:00,0,46.2,34.2,15.1,59.6,38.7,80.6
19/11/2016 02:30,0,46.1,33.4,15.1,60.9,39.8,78.2
19/11/2016 03:00,0,46.7,33.1,15.1,61.3,37.7,73.6
19/11/2016 03:30,0,45,33.1,15.1,61.7,37.2,69.9
19/11/2016 04:00,0,40.7,33.1,15.1,60.6,37.2,69.9
19/11/2016 04:30,0,43.4,33.1,15.1,56.7,37.7,69.9
19/11/2016 05:00,0,44.5,33.1,15.1,61.7,37.5,69.9
19/11/2016 05:30,0,46.6,33.1,15.1,59.1,37.5,74.8
19/11/2016 06:00,0,46.4,33.5,15.1,55,38.5,76.6
19/11/2016 06:30,0,50.8,36.1,15.1,56.7,37.6,78.9
19/11/2016 07:00,0,53.5,42.7,15.1,56.2,38.8,80.7
19/11/2016 07:30,0,51.5,42.8,15.1,63.4,38.3,80.7
19/11/2016 08:00,0,46.1,42.3,15.1,64.4,38.2,80.7
19/11/2016 08:30,0,44,45.8,15.1,64.6,38.2,80.7
19/11/2016 09:00,0,47.6,46.1,15.1,64.1,37.6,80.7
19/11/2016 09:30,0,51.8,44.7,15.1,64.3,36.6,77.8
19/11/2016 10:00,0,50.1,44.3,15.1,66.1,36.4,78.2
19/11/2016 10:30,0,50.7,44.8,15.1,66,36,75.2
19/11/2016 11:00,0,50.8,44.6,15.1,64.6,36.1,75.2
19/11/2016 11:30,0,52.3,41.4,15.1,59.9,36.9,75.2
19/11/2016 12:00,0,55.4,34,15.1,64.1,36.5,75.2
19/11/2016 12:30,0,52.9,35.4,15.1,62,36.3,75.2
19/11/2016 13:00,0,47.1,34.9,15.1,58.7,36.1,73.1
19/11/2016 13:30,0,51.7,34.9,15.1,56.6,34.3,72.3
19/11/2016 14:00,0,50.5,34.3,15.1,53.8,35,73.4
19/11/2016 14:30,0,52.8,35.1,15.1,50.5,33.9,74.5
19/11/2016 15:00,0,53,35.1,15.1,45.3,34,70
19/11/2016 15:30,0,53,33.8,15.1,42.1,34.3,74.5
19/11/2016 16:00,0,53.8,32.7,11.2,35.3,34.3,74.8
19/11/2016 16:30,0,57.3,32.7,10.2,35.4,34.3,74.8
19/11/2016 17:00,0,61.9,32.9,10.2,34.4,34.3,71.7
19/11/2016 17:30,0,60.5,32.3,15.6,31.4,34,73.3
19/11/2016 18:00,0,55.2,32,15.6,31.4,33.4,74.9
19/11/2016 18:30,0,54.9,32,15.6,31.3,34.1,74.9
19/11/2016 19:00,0,54.5,32,15.6,31.3,34.1,72.9
19/11/2016 19:30,0,53,32,15.6,32.4,34.1,69.9
19/11/2016 20:00,0,53,32,15.6,32.4,34.1,69.9
19/11/2016 20:30,0,51.7,32,10.8,32.4,34.1,69.9
19/11/2016 21:00,0,51.4,28.8,10.8,32.4,34.1,69.9
19/11/2016 21:30,0,49.6,26.7,10.8,32.4,34.1,69.9
19/11/2016 22:00,0,47.5,26.7,10.8,32.4,34.1,69.9
19/11/2016 22:30,0,49.7,26.7,14.5,32.4,34.1,69.9
19/11/2016 23:00,0,51.2,27.8,16.1,32.4,34.1,70.4
19/11/2016 23:30,0,52.3,28.3,16.1,32.5,34.1,70
20/11/2016 00:00,0,52.1,28.5,16.1,32.6,34.1,70
20/11/2016 00:30,0,51.4,30.3,16.1,32.6,34.2,70
20/11/2016 01:00,0,47.3,28.8,16.1,32.4,34,71.8
20/11/2016 01:30,0,45.2,30.3,16.1,30.8,34.2,75.2
20/11/2016 02:00,0,47.4,31.7,16.1,30.6,34.6,71.7
20/11/2016 02:30,0,47,31.7,16.1,32.4,34.6,70.5
20/11/2016 03:00,0,47,31.7,16.1,32.1,34.6,68.5
20/11/2016 03:30,0,44.2,31.7,16.1,30.6,34.6,65.6
20/11/2016 04:00,0,42.5,31.7,16.1,31.3,34.8,60.9
20/11/2016 04:30,0,44.3,31.7,16.1,31.2,35,61.2
20/11/2016 05:00,0,45.9,31.7,16.1,31.5,35,69.3
20/11/2016 05:30,0,47.8,28.7,16.1,31.5,35.9,75.4
20/11/2016 06:00,0,48.4,27.8,16.1,31.1,35.9,76.7
20/11/2016 06:30,0,53.5,31.5,16.1,30.8,34.6,77.4
20/11/2016 07:00,0,52.1,28.7,16.1,34.2,35.3,81.9
20/11/2016 07:30,0,52.2,31.2,16.1,37.9,35.1,79.4
20/11/2016 08:00,0,48.6,29.8,12.8,40.5,35.9,72
20/11/2016 08:30,0,48.3,28.4,10.6,39.8,35,71.7
20/11/2016 09:00,0,50.6,28.4,10.6,37.7,34.2,76.3
20/11/2016 09:30,0,54.6,29.4,10.6,37.4,34,76.6
20/11/2016 10:00,0,54.1,29.2,10.6,37.1,34.1,76.6
20/11/2016 10:30,0,54.4,29.2,10.6,36.7,33.6,76.6
20/11/2016 11:00,0,52.2,29.2,10.6,35.1,33.6,73.8
20/11/2016 11:30,0,51.9,29.2,10.6,36.1,33.1,71
20/11/2016 12:00,0,55.6,29.2,10.6,34.5,33.2,71
20/11/2016 12:30,0,56.3,29.2,10.6,29.7,33.4,71
20/11/2016 13:00,0,54.2,29.2,10.6,29.6,32.9,71
20/11/2016 13:30,0,53.4,29.2,10.6,29.7,33.4,71
20/11/2016 14:00,0,54.7,29.2,10.6,30.1,33.7,72.3
20/11/2016 14:30,0,54.9,29.2,13.9,30.2,33.4,76
20/11/2016 15:00,0,50.5,29.2,15.3,29.5,33.3,74.8
20/11/2016 15:30,0,53.5,29.2,10.7,29.8,33.4,70.8
20/11/2016 16:00,0,56.8,29.2,11.8,30.3,33.7,70.8
20/11/2016 16:30,0,58.8,29.2,12.8,30.3,33.8,70.8
20/11/2016 17:00,0,59.4,29.2,16.5,30.3,33.9,70.8
20/11/2016 17:30,0,59.5,29.2,13.7,30.3,33.4,70.8
20/11/2016 18:00,0,57,29.2,11.5,30.1,33.5,70.8
20/11/2016 18:30,0,58.8,29.2,14.3,29.9,32.9,70.8
20/11/2016 19:00,0,55.3,29.2,11.7,29.5,33.1,70.8
20/11/2016 19:30,0,54.7,29.2,11.3,29.5,33.9,70.8
20/11/2016 20:00,0,54.7,29.2,11.3,29.5,33.9,70.8
20/11/2016 20:30,0,54.2,29.2,11.3,30.2,34.1,70.8
20/11/2016 21:00,0,50.2,29.2,12.1,30.8,34.1,70.8
20/11/2016 21:30,0,48.4,29.2,11.1,30.7,34,70.8
20/11/2016 22:00,0,48.5,29.2,10.9,30.7,33.9,72.8
20/11/2016 22:30,0,47,29.2,10.9,30.7,34.6,74.1
20/11/2016 23:00,0,51.3,29.2,14.4,30.9,34.4,70.8
20/11/2016 23:30,0,50.2,29.2,16.5,30.5,35.2,70.8
21/11/2016 00:00,0,51.2,29.2,16.5,30.3,38.1,70.8
21/11/2016 00:30,0,46.8,29.2,16.5,30.2,36.7,74.2
21/11/2016 01:00,0,46.7,29.2,16.5,30.1,39,75.7
21/11/2016 01:30,0,45.3,29.2,16.5,31.8,39.4,75.7
21/11/2016 02:00,0,43.5,29.2,16.5,31.9,39.4,75.7
21/11/2016 02:30,0,44.2,29.2,16.5,32.2,39.5,75.7
21/11/2016 03:00,0,43.5,29.2,16.5,32.9,39.5,74.5
21/11/2016 03:30,0,42.2,29.2,16.5,32.8,39.8,69.9
21/11/2016 04:00,0,43.8,29.2,16.5,33.6,39.2,74.4
21/11/2016 04:30,0,43.3,30.2,16.5,33.3,39.7,72.5
21/11/2016 05:00,0,43.5,30.5,16.5,34.1,37.9,70.1
21/11/2016 05:30,0,46.7,30.1,16.5,36.7,39.8,70.1
21/11/2016 06:00,0,50.1,38.5,19.2,45,39.8,73.5
21/11/2016 06:30,0,59,44.1,22,49.3,39.8,75.7
21/11/2016 07:00,0,60,51.3,25.8,74.1,42.8,93
21/11/2016 07:30,0,62.3,61.3,27.5,89.4,55.1,91.5
21/11/2016 08:00,0,60.1,72.9,32.9,116.4,72.2,91.8
21/11/2016 08:30,0,61.9,89,34.6,117.7,81.1,93.7
21/11/2016 09:00,0,69.6,98,34,122.1,83.3,92.2
21/11/2016 09:30,0,73.4,97.3,31.7,120.8,84.1,88.9
21/11/2016 10:00,0,71.4,93,32,115.9,81.1,93
21/11/2016 10:30,0,73.4,92.9,32,121.2,82.2,92.8
21/11/2016 11:00,0,74.1,96.9,32.8,120.9,83.4,96.1
21/11/2016 11:30,0,72.2,100.9,32.2,122.5,85.8,93.5
21/11/2016 12:00,0,74.3,101.7,29.9,127.9,84.7,91.2
21/11/2016 12:30,0,71.9,101.3,30.8,123.1,83.7,90
21/11/2016 13:00,0,65.7,94.8,30.8,121.5,80.2,90.3
21/11/2016 13:30,0,68.4,95,33.2,125.2,82.4,94.5
21/11/2016 14:00,0,70.1,93.3,31.5,124.2,85.2,95.8
21/11/2016 14:30,0,66.8,96.4,32.8,120,83.2,93.9
21/11/2016 15:00,0,66.4,94.6,36.3,116,84.1,89.2
21/11/2016 15:30,0,65,91.8,36.6,115.6,78.2,87
21/11/2016 16:00,0,68.7,84.6,33.4,108.5,69.5,87.3
21/11/2016 16:30,0,71.1,74.6,33.1,96.3,61.6,87.2
21/11/2016 17:00,0,70.1,71.6,29.5,97.9,61.7,91.6
21/11/2016 17:30,0,67.2,65.7,28.2,95.2,58.8,93.4
21/11/2016 18:00,0,60.3,64.5,26,94.6,57,93.3
21/11/2016 18:30,0,60.5,64.9,22.9,93,57.6,93.3
21/11/2016 19:00,0,60.4,62.9,18,90.5,57.6,92.5
21/11/2016 19:30,0,63.5,62.5,17.8,90.1,56.5,92.2
21/11/2016 20:00,0,63.5,62.5,17.8,90.1,56.5,92.2
21/11/2016 20:30,0,58.2,60.4,17.8,89.6,55.8,92.4
21/11/2016 21:00,0,54.2,58.7,17.4,86.4,54.8,91.8
21/11/2016 21:30,0,53.8,57.4,16.5,86.2,52.9,90.9
21/11/2016 22:00,0,51.7,55.1,13.5,91.4,54.3,88
21/11/2016 22:30,0,50.5,56.4,12.2,89.5,54.5,85.8
21/11/2016 23:00,0,53.7,54.7,16.3,86.2,53.4,85.8
21/11/2016 23:30,0,52.3,52.9,17.8,84.3,52.7,85.8
22/11/2016 00:00,0,52.8,50.9,17.8,75.2,54,82
22/11/2016 00:30,0,51.8,50.8,17.8,71.9,53.4,81.7
22/11/2016 01:00,0,48.7,49.9,17.8,70.1,53.7,86.2
22/11/2016 01:30,0,47.4,48.8,17.8,69.5,54.7,86.2
22/11/2016 02:00,0,46.3,51.2,17.8,69.6,53.8,80.8
22/11/2016 02:30,0,45.8,48.8,17.8,71.5,53.8,80.8
22/11/2016 03:00,0,46.4,47.9,17.8,72.1,54.4,81.5
22/11/2016 03:30,0,44.5,48.6,17.8,71.6,54.1,80
22/11/2016 04:00,0,43.3,47.7,17.8,75.3,53.9,80
22/11/2016 04:30,0,42.4,46.7,17.8,69.7,54.1,80
22/11/2016 05:00,0,50.2,48.6,18.7,72.4,52.7,80.5
22/11/2016 05:30,0,48.9,49,23.5,77.1,53.7,81.7
22/11/2016 06:00,0,55.1,55.1,23,84,53.7,84.2
22/11/2016 06:30,0,58.3,60.9,22.4,84.6,55.6,86.3
22/11/2016 07:00,0,61.4,71.1,26.6,93.8,58,95.6
22/11/2016 07:30,0,65.4,80.5,28.7,116.1,62.8,95.9
22/11/2016 08:00,0,64.2,92,33.7,128.6,77.5,97.1
22/11/2016 08:30,0,68.3,105.4,35.1,131,85.9,97.4
22/11/2016 09:00,0,67.3,106.6,33.9,130.4,82.9,96.7
22/11/2016 09:30,0,70.1,105.8,34.2,134,84.5,100.2
22/11/2016 10:00,0,72.5,106.2,33.8,124.6,81.3,101.8
22/11/2016 10:30,0,69.9,107.3,33.8,129.4,84.2,101.5
22/11/2016 11:00,0,69.1,109,33.8,130,84.5,100.5
22/11/2016 11:30,0,72.4,110.9,33.8,130.3,82.6,100
22/11/2016 12:00,0,72.1,111.1,29.9,130.1,80.5,99.6
22/11/2016 12:30,0,66.8,107.4,32.3,127.3,79.7,96.2
22/11/2016 13:00,0,69.8,102,30.1,125.9,77.6,98.8
22/11/2016 13:30,0,68.4,103,29.4,130.8,75.8,101.1
22/11/2016 14:00,0,68.1,103.3,29.4,137.5,77.9,101.1
22/11/2016 14:30,0,65.7,103.4,29.4,139.3,76.3,98.6
22/11/2016 15:00,0,68.8,101.7,29.4,136.3,73.7,96.6
22/11/2016 15:30,0,67.9,97.6,29.4,127.5,74.1,96.6
22/11/2016 16:00,0,71.6,90.6,29.4,119.3,67.4,97.4
22/11/2016 16:30,0,71.4,80.2,27.4,113.4,64.1,96
22/11/2016 17:00,0,63.5,72.8,24.4,112.5,66.2,95.5
22/11/2016 17:30,0,60.6,70.6,24.4,111.2,61.5,97.7
22/11/2016 18:00,0,59.9,68.4,22.9,114.2,58,94.9
22/11/2016 18:30,0,59.6,70.5,19.4,108.1,56.3,97
22/11/2016 19:00,0,59.2,65,19.4,102.8,54.7,96.1
22/11/2016 19:30,0,56.9,65.2,19.4,100.6,53.8,93.9
22/11/2016 20:00,0,56.9,65.2,19.4,100.6,53.8,93.9
22/11/2016 20:30,0,55,61.9,15.8,104.4,54.8,90.8
22/11/2016 21:00,0,55.3,58.2,14.8,100.5,54.1,89.9
22/11/2016 21:30,0,53.7,56.6,14.8,99,53.8,85.7
22/11/2016 22:00,0,53.6,55.9,14.8,102.5,53.9,86.4
22/11/2016 22:30,0,51,57.1,14.8,102,52.8,89.9
22/11/2016 23:00,0,54.7,57.1,14.8,100.1,51.6,89.3
22/11/2016 23:30,0,0,55.4,0,92.9,52.8,0
23/11/2016 00:00,0,53.3,53.3,14.8,88.7,52.3,87.6
23/11/2016 00:30,0,53.4,53,18.4,87.7,50.9,88.9
23/11/2016 01:00,0,51.8,53.5,20.3,88.1,53,89.9
23/11/2016 01:30,0,47.2,53,17.4,90.9,51.9,87.1
23/11/2016 02:00,0,49.1,52.3,20.3,84.5,54.1,84.5
23/11/2016 02:30,0,47.9,53.4,18.4,85.9,54,90.9
23/11/2016 03:00,0,48.2,52.1,20,83.7,53.4,93.1
23/11/2016 03:30,0,47.7,53.3,20,83.3,53.6,93.6
23/11/2016 04:00,0,47.3,52.6,16.7,87.2,53,88.5
23/11/2016 04:30,0,47.1,51.5,19,84.6,53.2,87.2
23/11/2016 05:00,0,48.5,50.8,21.4,82.7,53.2,87.5
23/11/2016 05:30,0,50,53.8,24.6,81.6,53.2,87.4
23/11/2016 06:00,0,54.9,59.2,24.6,91.5,53.1,88
23/11/2016 06:30,0,57.1,63.2,24.6,94.4,54.6,90.8
23/11/2016 07:00,0,58.7,71.6,26.9,102.3,55.9,98.8
23/11/2016 07:30,0,65.7,83.3,30.1,119.7,60.7,102.1
23/11/2016 08:00,0,65.4,93.6,30.8,131.5,71.5,103
23/11/2016 08:30,0,65.1,105.3,34.9,135.3,74.1,101.9
23/11/2016 09:00,0,67.6,116.9,34.4,135.2,75.4,101.3
23/11/2016 09:30,0,66.5,117.2,34.2,133,76.4,104.1
23/11/2016 10:00,0,66.1,109,35.3,130.2,73.4,106.2
23/11/2016 10:30,0,65.1,109.6,33.4,124.9,76.9,104.2
23/11/2016 11:00,0,66.5,112.3,34.7,127.1,75.6,102.2
23/11/2016 11:30,0,63.8,113.1,34.2,130.2,78.8,103.9
23/11/2016 12:00,0,68.6,109.6,31,127.8,73.5,101.8
23/11/2016 12:30,0,65.8,109.9,30.8,126.3,73.8,100.5
23/11/2016 13:00,0,60.9,101.7,30.8,124.6,73.1,99.7
23/11/2016 13:30,0,64.3,100.4,30.8,125.1,75.3,101.8
23/11/2016 14:00,0,63.1,102.3,30.8,123.9,72.9,100.7
23/11/2016 14:30,0,64.1,99.7,30.8,121.3,72.7,102.1
23/11/2016 15:00,0,62.7,99.3,29.9,124.6,75.8,99
23/11/2016 15:30,0,64.1,94.2,31,128.9,72.7,96.2
23/11/2016 16:00,0,59.2,85.2,26.4,119.3,66.6,95.4
23/11/2016 16:30,0,68.2,80.4,30,115.4,64.4,96
23/11/2016 17:00,0,74.1,75.3,26.6,119.9,61.5,94.9
23/11/2016 17:30,0,66.1,70.2,25.6,110.7,57.7,98.5
23/11/2016 18:00,0,61.8,69.7,23.7,106.9,56.3,96.3
23/11/2016 18:30,0,63.7,68.9,20.3,109.2,57.5,94.3
23/11/2016 19:00,0,61.3,67.8,17,104.8,57.1,93.1
23/11/2016 19:30,0,60.4,67.1,15.1,101.6,57.9,93.3
23/11/2016 20:00,0,60.4,67.1,15.1,101.6,57.9,93.3
23/11/2016 20:30,0,59.4,60.4,15.1,104.1,55.3,97.7
23/11/2016 21:00,0,60.1,58.3,15.1,109.9,55.9,93.7
23/11/2016 21:30,0,57,58.2,15.1,108.4,52,94.8
23/11/2016 22:00,0,58.3,57.4,15.1,98.3,53.3,92.3
23/11/2016 22:30,0,53.1,57.8,15.1,103.3,53.5,91.9
23/11/2016 23:00,0,53.7,58.2,15.1,106.6,53.9,93.3
23/11/2016 23:30,0,52.5,58.4,15.3,98.3,52.7,88.7
24/11/2016 00:00,0,53.1,53,14.9,86.3,54.3,91
24/11/2016 00:30,0,52.9,53.8,14.9,84.5,53.5,91.2
24/11/2016 01:00,0,52.4,53.1,14.9,84.1,52.8,90.3
24/11/2016 01:30,0,51.6,56.6,14.9,86.6,53,89
24/11/2016 02:00,0,49.3,57.1,14.9,81.9,52.8,90.5
24/11/2016 02:30,0,50.5,54.9,14.9,85.1,52.3,90.6
24/11/2016 03:00,0,48.5,56.2,14.9,82.9,52.4,92.3
24/11/2016 03:30,0,47.7,55.3,14.9,80.1,52.9,92.6
24/11/2016 04:00,0,46.5,54.7,16.3,83.6,52.7,90.8
24/11/2016 04:30,0,48,55.1,15.6,80.3,53.6,87.8
24/11/2016 05:00,0,51.1,57.6,19.9,81.3,52.5,85.1
24/11/2016 05:30,0,52,55.7,21.4,81.8,53.4,90.1
24/11/2016 06:00,0,54,59.4,20.8,81.3,54.6,90.1
24/11/2016 06:30,0,58.2,67,21.6,93.9,53.3,90.1
24/11/2016 07:00,0,66.2,74.1,25.3,102.1,56.8,92.2
24/11/2016 07:30,0,69.4,89.2,28.6,110.5,62.5,95.9
24/11/2016 08:00,0,64,95.7,29.7,127.1,71.4,96.5
24/11/2016 08:30,0,65.4,100.2,30.8,133.1,77.8,96.1
24/11/2016 09:00,0,69.3,105.7,31.1,129.9,78.2,95.1
24/11/2016 09:30,0,70.1,106.6,32.6,131.1,79.9,98.2
24/11/2016 10:00,0,69.3,102.7,31.3,131.3,77.8,101.8
24/11/2016 10:30,0,68.3,102.5,33.5,136.9,78.4,100.1
24/11/2016 11:00,0,69,103.8,31.9,134.4,79.5,99.4
24/11/2016 11:30,0,69.9,105.2,31,133.6,79.9,100.6
24/11/2016 12:00,0,68.9,105.4,31.7,134.6,76.7,100.7
24/11/2016 12:30,0,72,103.8,32.8,128.6,79.7,99.5
24/11/2016 13:00,0,60.6,94.2,32.3,123.7,77.7,98.4
24/11/2016 13:30,0,66.4,95.1,32.3,120.3,78.4,101.8
24/11/2016 14:00,0,65.8,96.9,32.3,123.2,77.5,103.5
24/11/2016 14:30,0,67.5,95.1,32.3,132.5,77.1,102.7
24/11/2016 15:00,0,67,93.1,32.3,128.8,72.5,102.6
24/11/2016 15:30,0,69.9,88.9,30.9,131.5,71.3,101.3
24/11/2016 16:00,0,64.9,83.8,31.8,125.9,67.6,98.8
24/11/2016 16:30,0,68.8,74.2,31.9,120.8,66.6,98.9
24/11/2016 17:00,0,68.1,65.2,30.1,118.3,64.5,95.4
24/11/2016 17:30,0,66,63.2,26.4,114.2,60.1,95.3
24/11/2016 18:00,0,62.6,61.6,25.7,118,58.1,94
24/11/2016 18:30,0,63.7,62.1,21.5,113.5,56.3,93.7
24/11/2016 19:00,0,63.6,61.8,21.5,107.6,56.3,93.6
24/11/2016 19:30,0,61.5,59.5,21.1,106.8,55.4,89.6
24/11/2016 20:00,0,61.5,59.5,21.1,106.8,55.4,89.6
24/11/2016 20:30,0,61.1,56.2,21.1,105.5,51.7,94.3
24/11/2016 21:00,0,61.7,52.6,17.5,105.1,55.2,95.9
24/11/2016 21:30,0,58.6,50.8,16.9,110,52.7,95.8
24/11/2016 22:00,0,55.6,50.3,16.9,111.4,52.1,91.5
24/11/2016 22:30,0,54.5,51.4,17.4,107.8,51.6,88.6
24/11/2016 23:00,0,57,51.6,19.6,105,51.8,89.7
24/11/2016 23:30,0,58.4,51.1,21,103,49.9,87.6
25/11/2016 00:00,0,52.8,47.6,21,98.1,50,88.1
25/11/2016 00:30,0,53.1,48.2,17.1,93.4,51.1,88.7
25/11/2016 01:00,0,52.8,47.2,19,92,51.9,88.6
25/11/2016 01:30,0,49.6,47.8,21,98,51.9,87.9
25/11/2016 02:00,0,52.1,49.1,21,98.1,52.9,86.5
25/11/2016 02:30,0,49.2,47.4,21,99.1,50.2,86.4
25/11/2016 03:00,0,51,46.1,21,95.4,50,81.6
25/11/2016 03:30,0,51.5,49.3,21.1,100.3,50.3,81.7
25/11/2016 04:00,0,51.6,45.3,18.6,97.5,50.7,85.6
25/11/2016 04:30,0,47.6,47.3,20.3,93.2,51,86.4
25/11/2016 05:00,0,51.1,47.6,23,99.1,50.2,88.1
25/11/2016 05:30,0,52.6,49.5,23,99.1,50.4,88.4
25/11/2016 06:00,0,51.9,58.7,22.8,99.3,50.1,89
25/11/2016 06:30,0,60.5,63.9,24.9,94.6,54.1,92.9
25/11/2016 07:00,0,62.9,67.6,26.9,106,68.9,101.8
25/11/2016 07:30,0,68.1,79.5,29.3,122.9,75.2,102.1
25/11/2016 08:00,0,62.1,84.9,33.9,135.6,73.8,101.3
25/11/2016 08:30,0,61.8,92.6,33.9,131.5,78.5,100
25/11/2016 09:00,0,67.4,96.9,31.6,136,78.2,95.8
25/11/2016 09:30,0,67,94.9,30,138.9,78.2,98.9
25/11/2016 10:00,0,69,94.4,30,130.6,79.5,99.9
25/11/2016 10:30,0,68,95.3,34.5,136.4,78.1,101.5
25/11/2016 11:00,0,65.8,92.3,32.5,139.3,81.8,103.3
25/11/2016 11:30,0,71.1,94.9,31.8,136.1,79.6,105.9
25/11/2016 12:00,0,67.9,87.3,31.7,124.1,82.6,103.8
25/11/2016 12:30,0,67.7,88.4,31.6,120,78.2,102.6
25/11/2016 13:00,0,65.2,82.4,31.6,119.2,75.2,101.9
25/11/2016 13:30,0,62.6,79.5,31.6,113.8,68.8,99.2
25/11/2016 14:00,0,62.4,76.4,26.1,117.5,60.6,94.3
25/11/2016 14:30,0,64.5,71,27.2,113,63.1,94.8
25/11/2016 15:00,0,61.5,67.1,30.4,104.2,60.8,99.2
25/11/2016 15:30,0,61.7,60,27.7,97,53.7,94.2
25/11/2016 16:00,0,63.5,57,25.1,93.4,51.8,93.9
25/11/2016 16:30,0,68.1,55.6,25.1,96.6,50.9,91.6
25/11/2016 17:00,0,64.1,51.7,25.1,93.6,50.3,90.6
25/11/2016 17:30,0,62.8,49.2,25.1,94.1,49,90.2
25/11/2016 18:00,0,65.6,47.5,20.9,97.7,47.4,91.3
25/11/2016 18:30,0,64.4,49.7,20.1,91.4,45.1,93.2
25/11/2016 19:00,0,60.9,47.2,20.1,92.7,44,89.7
25/11/2016 19:30,0,57.1,46.4,20.1,97.4,40,90.2
25/11/2016 20:00,0,57.1,46.4,20.1,97.4,40,90.2
25/11/2016 20:30,0,61.2,46,15.1,84.8,35.8,90.2
25/11/2016 21:00,0,59.1,42,15.2,85.9,36.6,86.5
25/11/2016 21:30,0,58.4,40.5,15.2,86.3,36.9,85.2
25/11/2016 22:00,0,55.4,35.9,15.7,82.2,39.2,84.3
25/11/2016 22:30,0,55.9,36.5,15.8,77.1,36.2,82.1
25/11/2016 23:00,0,56.2,36.3,15.9,78.7,37.7,82.7
25/11/2016 23:30,0,0,0,0,0,0,0
26/11/2016 00:00,0,54.1,36.2,16.1,76,36.2,79
26/11/2016 00:30,0,54.9,36.2,16.1,69,37.2,81.9
26/11/2016 01:00,0,55.2,36.2,21.1,65.6,38,85.2
26/11/2016 01:30,0,52.4,36.2,21.1,64.6,36.8,84.5
26/11/2016 02:00,0,52.4,36.2,21.1,64.7,36.8,84.5
26/11/2016 02:30,0,52.4,36.2,21.1,66.5,40,84.7
26/11/2016 03:00,0,52.4,36.2,20.9,65.4,36.8,84.4
26/11/2016 03:30,0,50.9,35.9,20.6,69.6,37.2,83.6
26/11/2016 04:00,0,48.5,36,18.7,69.7,37.3,80.9
26/11/2016 04:30,0,49.3,35.7,17.6,64.7,37.2,78.7
26/11/2016 05:00,0,51.5,35.7,15.4,69.7,37.3,78.2
26/11/2016 05:30,0,51,35.7,15.6,59.8,37.4,77.9
26/11/2016 06:00,0,54.8,35.7,16,60.9,38.1,78.6
26/11/2016 06:30,0,53,37.2,19.9,60.3,37.6,78.9
26/11/2016 07:00,0,56.4,45.6,19.1,57.7,38,79.7
26/11/2016 07:30,0,55.1,47.4,18.8,62.5,38.7,81.5
26/11/2016 08:00,0,51.9,51.1,16.9,65.3,40.5,81
26/11/2016 08:30,0,52.6,52.1,16.9,67.6,39.2,80.2
26/11/2016 09:00,0,54.9,54,16.9,63.9,38.8,81.4
26/11/2016 09:30,0,59.2,53.9,16.9,68.7,38.8,81.4
26/11/2016 10:00,0,55.8,52.3,16.9,68.1,38.8,80.3
26/11/2016 10:30,0,56.4,52.1,16.9,67.6,38,80.6
26/11/2016 11:00,0,58.7,49.7,16.9,65.7,38.7,81.1
26/11/2016 11:30,0,58.1,48.1,16.9,64.1,38.9,80.4
26/11/2016 12:00,0,57.6,42.7,16.9,64.7,38.9,78.8
26/11/2016 12:30,0,61.6,39.8,16.9,57.3,38.9,78.1
26/11/2016 13:00,0,56.2,38.3,16.9,58.9,39,77.8
26/11/2016 13:30,0,53.9,38.3,16.9,53.6,39,77.7
26/11/2016 14:00,0,55.7,38.2,16.9,52.4,38.7,76.8
26/11/2016 14:30,0,59.5,34.8,16.9,51.2,40,74.9
