Weather:,518,Location:,Shannon Airport Area,,,,,
,,,,,,,,
Voltage,10,10,10,10,10,10,10,10
,,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,RC14,RC16,RC20,RC22,RC11,RC15,RC17,RC19
Load:,Residential,Ind/Comm,Residential,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading,Reading
15/12/2016 02:00,54.9,38.7,61.8,62,43,44.6,98.5,84.4
15/12/2016 02:30,54.9,36.3,59.1,62,43,42.2,96.7,78.7
15/12/2016 03:00,54.9,39.5,55.7,62,43,39.5,98,78
15/12/2016 03:30,54.9,36.7,55.2,66.1,43,41.1,97,83.6
15/12/2016 04:00,53.5,36.1,54.9,69.5,43,39.8,99.5,87.5
15/12/2016 04:30,50.1,36.3,57,72.9,43,42.1,96.9,79.6
15/12/2016 05:00,53.4,36.5,59.1,78.1,43,40.1,96.7,77.1
15/12/2016 05:30,55.1,39.4,61,80.5,43,45,98,94.2
15/12/2016 06:00,62.6,44.7,63,85.9,46.4,49,105.4,103.2
15/12/2016 06:30,71.7,48.8,67.9,88.5,51.2,55,105,111
15/12/2016 07:00,86.4,55.7,76.7,88.8,54.1,67.5,112.2,107.5
15/12/2016 07:30,88.3,61.5,82.6,90.8,58.1,77.8,118.4,113.9
15/12/2016 08:00,93.3,72.9,96.8,95.1,54.9,83,125.5,136.8
15/12/2016 08:30,83.2,79.5,108.3,79.9,54.6,72.1,126.8,133.6
15/12/2016 09:00,86,78.4,112.5,81.2,62.4,70.6,125.6,132.7
15/12/2016 09:30,92.3,79.9,112.9,82.8,65.8,66.3,124.2,129.9
15/12/2016 10:00,93.5,77.5,106.7,88.7,70,64.5,126.9,126
15/12/2016 10:30,95.9,79.7,111.9,89.9,70.6,60.2,128.9,134.9
15/12/2016 11:00,92.2,76.1,113.3,87.4,71,64,130.5,140.7
15/12/2016 11:30,90.1,75.1,111.5,84.8,72.7,61.9,132.3,127.5
15/12/2016 12:00,93.2,76.3,111.9,82.1,72,72,128.7,126.4
15/12/2016 12:30,91.4,76.1,110.8,83.2,73.5,74.1,126.7,126.1
15/12/2016 13:00,90.8,77.6,105.9,86.4,72.9,67.4,131,137.8
15/12/2016 13:30,93.2,77.5,102.2,82.4,73.5,67.6,128.4,138.3
15/12/2016 14:00,92.1,75.3,103.6,82.4,73.8,70.4,129.3,135.5
15/12/2016 14:30,94.5,75.7,106.4,81.8,74.6,68.9,132.5,126.4
15/12/2016 15:00,93.7,71.1,107.5,82.7,75.8,73.3,131.2,122.3
15/12/2016 15:30,96.1,70.3,106.8,77.9,75.4,81.2,128.4,123.8
15/12/2016 16:00,109.9,67.9,106,79.2,76.3,90.2,128.4,131.3
15/12/2016 16:30,120.7,56,102.8,82.8,78.4,104.8,122.2,137.7
15/12/2016 17:00,127.4,48,95.7,79.5,77.9,114.9,121,117.7
15/12/2016 17:30,127.9,42.7,94.9,79.1,75.4,116.9,119,118.9
15/12/2016 18:00,129.4,41.9,90.5,78.5,72.7,119.3,111.8,107.9
15/12/2016 18:30,129.9,38.1,88.4,75.7,70,120.8,104.3,116.4
15/12/2016 19:00,121.9,36.5,88,74.7,69.1,116.3,95.9,111.8
15/12/2016 19:30,118.5,33.2,88.9,73.5,68.8,117.1,91.7,102.4
15/12/2016 20:00,118.5,33.2,88.9,73.5,68.8,117.1,91.7,102.4
15/12/2016 20:30,114.4,33.4,81.9,72.7,60.1,111.9,91.8,87.3
15/12/2016 21:00,111.7,33.8,74.5,72.7,58.7,100.9,91.1,96.5
15/12/2016 21:30,107.3,34.8,72.5,72.7,55.8,93.4,88.6,95
15/12/2016 22:00,100.8,38.2,69.1,72.7,53.3,90.2,87.6,81.5
15/12/2016 22:30,94.6,38.4,67.8,70.6,50.5,80.1,88.7,80.5
15/12/2016 23:00,85.6,39.1,71.5,67.9,53.3,75,88.5,80.5
15/12/2016 23:30,79.1,41,68.6,67.9,52.8,69.5,88.6,90.9
16/12/2016 00:00,70.8,40.5,67.9,67,52.2,62.1,85.4,86.3
16/12/2016 00:30,65.2,39.1,64,68.2,47.5,54.7,85.2,73.3
16/12/2016 01:00,60.1,40,61.6,64.6,47.5,49,85.8,73
16/12/2016 01:30,56,40.9,60.3,63.7,43.9,44.8,84.4,72.3
16/12/2016 02:00,53.1,41.1,58.3,66.7,42.1,43.3,85,83.4
16/12/2016 02:30,53.1,41.1,56.7,63.6,42.1,42.3,83.6,76.4
16/12/2016 03:00,53.1,41.1,54.6,64.3,42.1,40,84.3,71.2
16/12/2016 03:30,53.1,41.1,55.9,63.3,42.1,39.7,84.2,72.2
16/12/2016 04:00,53.1,41.1,52.9,68.5,42.1,38.5,83,72.6
16/12/2016 04:30,53.1,41.1,53.8,70.9,42.1,41.5,83.3,77
16/12/2016 05:00,53.1,41.1,54.8,77.4,42.1,45.8,82.4,80.8
16/12/2016 05:30,54.1,43.8,59.2,84.6,43.1,49.3,83.9,84.7
16/12/2016 06:00,64.8,46.8,61.1,86.3,45.6,57.2,87.4,95
16/12/2016 06:30,71.5,51.8,67.5,88,51,56.6,86.5,96.8
16/12/2016 07:00,82.2,58.5,78.3,92.2,54.7,66.8,87.8,113.7
16/12/2016 07:30,88.2,62.6,86.9,91.8,55.1,78,97.7,112.3
16/12/2016 08:00,92.3,73.8,99.6,93.5,51.3,84.5,103,131.3
16/12/2016 08:30,87.8,76.1,104.8,89.1,52.6,69.1,104.7,118.5
16/12/2016 09:00,90.5,75.5,109.5,85.2,60,72,103.5,127.6
16/12/2016 09:30,94.8,77.2,108.6,88.4,64.1,69.3,107.3,136.3
16/12/2016 10:00,88.7,73.7,109.1,90.9,65.5,65.6,108.1,132.4
16/12/2016 10:30,87,76.3,108,90.6,67.8,70.8,109.9,126
16/12/2016 11:00,84.5,76.3,108.8,86,68.8,69.4,113.5,131.8
16/12/2016 11:30,83.3,75.7,109.5,83.9,69.5,70.6,114.5,128.4
16/12/2016 12:00,83.7,78.8,110.6,78.4,70.3,68.7,109.7,132.8
16/12/2016 12:30,85,77.7,107.6,77.3,69.4,65.1,109.9,139.2
16/12/2016 13:00,88.4,76,104.2,75.7,70.6,61.6,110.6,125.4
16/12/2016 13:30,89.5,74.7,100.5,78.1,66.9,64.3,107.7,128.2
16/12/2016 14:00,86.1,70.2,102.8,76.9,67.3,59.6,105.5,126.5
16/12/2016 14:30,84.7,67.1,103.5,76.1,67.2,63,103.4,130
16/12/2016 15:00,87.2,64.1,105,74.1,70.6,66,101,125.1
16/12/2016 15:30,96.7,59,96.6,74.3,71,69.9,91.7,120.9
16/12/2016 16:00,104.8,54.8,92.9,73.7,71.2,77.8,85.8,101.3
16/12/2016 16:30,117,49.4,90.5,79.2,76.2,91.3,80.9,115
16/12/2016 17:00,131.9,40.9,88.3,78.5,77.9,107.8,78.3,106
16/12/2016 17:30,133.2,35.5,83.7,77.7,75.5,111.3,76,100
16/12/2016 18:00,133.6,36.5,78,75.9,73.7,113.7,76.1,87.9
16/12/2016 18:30,129.2,39.2,75.4,75.9,70.7,114.1,75.3,84.6
16/12/2016 19:00,128.2,34.8,72.9,72.5,69.8,115.7,74.4,89.7
16/12/2016 19:30,123.8,36.1,77,74.4,69.3,111.8,74.7,83.3
16/12/2016 20:00,123.8,36.1,77,74.4,69.3,111.8,74.7,83.3
16/12/2016 20:30,118,35.5,71.5,71.7,63.9,103.7,74.3,72.2
16/12/2016 21:00,118.9,35.2,70,73.3,61,94.8,74.8,69.3
16/12/2016 21:30,110.6,35.2,64.5,71.9,56.9,92.3,73.4,70.5
16/12/2016 22:00,104.1,38.6,64,72.8,52,89.6,74.2,75.8
16/12/2016 22:30,96.1,38.9,60.9,67.5,52.1,82.2,71.3,67.7
16/12/2016 23:00,96.5,38.8,65.8,65.8,56.8,79.4,71.3,65.8
16/12/2016 23:30,94.4,40.1,65.4,65.8,56.5,75.3,72,65.4
17/12/2016 00:00,84.3,39,65.1,61,52.4,68.1,70.1,62.3
17/12/2016 00:30,79.3,39.8,59.5,60.3,52.4,61.8,70.4,67.4
17/12/2016 01:00,75.1,39.4,56.4,60.3,50.5,55,71,72.5
17/12/2016 01:30,70.5,39.5,56.6,60.3,48,51.2,71,65.1
17/12/2016 02:00,67.4,39.5,53.6,60.3,48,48.2,70.5,63.9
17/12/2016 02:30,64.6,39.5,52.9,60.3,48,44.5,69.2,64.8
17/12/2016 03:00,60,39.5,52.7,63.4,45.1,44.3,70.8,64
17/12/2016 03:30,59.1,39.5,52.3,67,43.9,44.3,72.4,65.7
17/12/2016 04:00,59.1,39.5,52.2,70,43.9,41,72.4,74.8
17/12/2016 04:30,59.1,39.5,50.6,74,43.7,40.4,70.7,66.1
17/12/2016 05:00,63.3,39.5,51.6,78.9,38.9,39.6,68.1,65
17/12/2016 05:30,61.1,39.6,53.7,84.6,42.6,44.6,68.3,65.2
17/12/2016 06:00,64.1,39.2,55.1,88.7,45.8,45,69,67.8
17/12/2016 06:30,66.8,42.7,58.2,90.8,49.4,47.3,68.8,71.5
17/12/2016 07:00,72,43.6,58.1,92.5,51.6,48.2,73.6,78.7
17/12/2016 07:30,73.3,47,57.9,94.1,51.3,55.1,72.9,77.7
17/12/2016 08:00,82,53.5,66.8,90.6,46.6,67,73.5,69.4
17/12/2016 08:30,86.3,52.6,67.2,82.4,46.9,63.2,71,66.5
17/12/2016 09:00,92.8,50.5,70.5,81.9,54.7,66.7,72.2,68.1
17/12/2016 09:30,99.2,51.7,72.4,77.2,57.7,69.2,71.9,70.6
17/12/2016 10:00,101.2,47.4,73.3,78.3,62.1,73.3,71.5,74.7
17/12/2016 10:30,99.9,49.8,74.6,80,64.4,74.3,69.2,60.8
17/12/2016 11:00,98.8,49,72,80.3,67,76.6,68.6,58.7
17/12/2016 11:30,97,48.7,70.1,76.1,66.7,74.4,68.3,58.9
17/12/2016 12:00,96,49.4,68.9,71.1,67.5,78.5,66.4,57.2
17/12/2016 12:30,93.1,50.2,68.5,72,65.8,75.2,65.1,64.3
17/12/2016 13:00,93.4,47,66.3,70.5,64.9,79.4,65.9,52.3
17/12/2016 13:30,97,44.8,64.8,70.9,63.8,76.2,64.9,51.8
17/12/2016 14:00,98.3,42.2,63.4,69.1,63.7,76.2,63.8,52.2
17/12/2016 14:30,99,41.8,61.6,69.4,64.6,72,63,53
17/12/2016 15:00,100.1,39.7,57.4,68.7,68.1,76.2,64.3,60.3
17/12/2016 15:30,102.2,41.2,59.1,64.8,69.3,77.7,63.8,55.5
17/12/2016 16:00,114.6,41.9,56.2,68.8,69.7,89.3,64.7,51
17/12/2016 16:30,124.1,39.6,57.6,75.3,72.5,103,63.8,56.3
17/12/2016 17:00,130.1,32,56,75.5,72.4,111.6,64.7,57.9
17/12/2016 17:30,137,31.8,55.3,77.1,68.2,116.7,63.9,69.4
17/12/2016 18:00,139.7,31.8,55.4,74.2,64,115.8,63.1,61.1
17/12/2016 18:30,143,32.3,55.9,74.2,65,116.2,59.7,58.1
17/12/2016 19:00,137.2,31.8,57.2,74.2,63.7,109.2,62.8,57.8
17/12/2016 19:30,132.7,34,54.3,74.2,58.5,105.8,64.5,59
17/12/2016 20:00,132.7,34,54.3,74.2,58.5,105.8,64.5,59
17/12/2016 20:30,124,32.7,54.2,69.4,56.4,98.3,64.8,58.9
17/12/2016 21:00,116.6,36.5,50.8,73.9,54.2,91.4,64.3,57.5
17/12/2016 21:30,113.1,32.3,49.1,73.9,51.8,89,64.2,57.1
17/12/2016 22:00,104.7,38.1,48.4,73.9,48.3,84.3,64.6,62
17/12/2016 22:30,97.8,41.9,48.7,73.9,52.3,86.5,64.6,66.9
17/12/2016 23:00,95.4,41.1,53.1,75.6,53.4,84.3,64.4,58.2
17/12/2016 23:30,90.3,41.7,52.2,72.4,53.4,76.8,65.7,56.8
18/12/2016 00:00,83.8,40.8,48.4,67.5,53.4,69.7,65.9,55.8
18/12/2016 00:30,79,39.3,46.8,66.9,53.4,61.1,64.1,64.1
18/12/2016 01:00,69.4,40.5,42.4,67,53.1,56.2,62.1,61
18/12/2016 01:30,67.3,38.8,42.8,67,49.8,52.5,62.7,57
18/12/2016 02:00,66,37.5,41.1,67,47.5,49.2,62.2,56.8
18/12/2016 02:30,62.5,37.6,41.1,70.9,46.3,44.1,60.9,57.2
18/12/2016 03:00,62.5,37.7,41.1,71.2,44.7,44.1,62.6,66.6
18/12/2016 03:30,58.9,42,41.1,68.5,44.2,44.1,62.6,56.6
18/12/2016 04:00,61.3,41.1,41.1,71.3,44.2,40.3,62.2,55.9
18/12/2016 04:30,59.8,40.9,39.5,71.7,40.1,38.8,61.8,55.7
18/12/2016 05:00,59.4,40.9,41.5,77.3,38.3,42,61.2,58.9
18/12/2016 05:30,61.4,40.9,42.6,82.4,40.2,39.8,61.4,65.2
18/12/2016 06:00,61.4,41.5,41.4,84.5,41.4,45.9,60.9,58.6
18/12/2016 06:30,61.6,41.5,44,88.2,43.4,45.4,61.4,60.8
18/12/2016 07:00,66.2,45.3,46.7,90.6,48.3,44.5,64.9,60.3
18/12/2016 07:30,67.6,48.1,47.2,89.9,48.3,51.5,66.4,63.4
18/12/2016 08:00,73.8,54.8,46.9,86.6,46.9,56.3,67.3,65.3
18/12/2016 08:30,78,50.2,47.7,77.2,42.1,51.7,65.5,55.1
18/12/2016 09:00,84,51.6,48.4,74.8,48.8,65.2,64.5,53.7
18/12/2016 09:30,91,53.4,51,73.7,51.5,71.2,62.6,52.6
18/12/2016 10:00,96.8,45.1,52.4,78.5,55.1,73.4,64.8,60.5
18/12/2016 10:30,96,47,50.4,79.3,56.4,74.5,64.9,54.6
18/12/2016 11:00,104.7,45.2,51.9,77.2,58.6,82.8,66.3,52.1
18/12/2016 11:30,99.5,44.5,52.3,76.6,58.3,85.4,64,53.4
18/12/2016 12:00,101,48.1,52.9,70.2,62.4,83.6,63.5,55.2
18/12/2016 12:30,99.4,48.3,51.3,68.1,60.4,87.9,63,60.7
18/12/2016 13:00,99.8,47.3,49.8,68.8,60.2,91.1,63.1,51.5
18/12/2016 13:30,94.4,44.9,51.4,68.7,59.6,80.1,63.1,51.9
18/12/2016 14:00,93,43.6,50.8,68.2,60.7,81,63.9,53
18/12/2016 14:30,93.4,43.2,50.8,68.2,61.9,79.6,63.9,60.6
18/12/2016 15:00,93.1,42.8,48.5,68.2,65.4,82.9,63.3,56.2
18/12/2016 15:30,97.6,42.9,48.8,67.4,62,82.5,64.6,51.5
18/12/2016 16:00,100.3,45,51.1,65.5,63.4,89.1,63.1,50.7
18/12/2016 16:30,114.2,40.2,54.4,74.6,67.6,97.7,66.1,57.4
18/12/2016 17:00,124.1,33.1,57.4,79.3,70.3,116.5,80.9,69.3
18/12/2016 17:30,125.1,33.1,53.8,79.3,69.4,121.3,75.3,57.6
18/12/2016 18:00,125.6,33.1,53.4,75.1,64.8,117.7,70,58.3
18/12/2016 18:30,122.4,30.8,54,75.1,62.9,118.7,63.5,58.2
18/12/2016 19:00,117,30.4,50,74.1,62.5,112.5,64.8,62.3
18/12/2016 19:30,118.2,31.4,49.2,73,60.4,113.7,64.7,65.5
18/12/2016 20:00,118.2,31.4,49.2,73,60.4,113.7,64.7,65.5
18/12/2016 20:30,115.5,29,50.5,73,55.5,104.9,76.9,58.2
18/12/2016 21:00,111.5,28.1,48,73.5,52.9,99,76.4,58.3
18/12/2016 21:30,101.5,32,43.8,73.6,50.1,100.3,79.8,64.6
18/12/2016 22:00,93.5,35.2,43.8,73.6,49.3,84.7,79.3,59.9
18/12/2016 22:30,87.7,34.9,41.8,73.3,48.5,79.6,81.1,59.3
18/12/2016 23:00,83.1,37.8,46.8,68.7,52.7,76.1,81.7,56.4
18/12/2016 23:30,77.7,37.7,47.1,68.7,55.7,67.2,81.7,57.1
19/12/2016 00:00,73.7,35.8,46,63.6,50.8,64.6,81.3,67.5
19/12/2016 00:30,67.7,35.6,42.1,63.6,50.8,60.2,82.2,57.1
19/12/2016 01:00,61,35.7,42.1,63.1,46.8,56.1,81.8,55
19/12/2016 01:30,60.2,34.9,42.1,63.1,45.3,50.6,81.7,56.8
19/12/2016 02:00,57.2,34.9,42.1,63.1,45.3,42.3,78.3,60.4
19/12/2016 02:30,55.1,35.2,41.3,63.1,44.8,42.3,79.7,63.9
19/12/2016 03:00,55.1,38,40.2,63.1,40.4,38.6,78.5,55.4
19/12/2016 03:30,55.1,35.5,40,63.1,40.4,37,82.3,55.3
19/12/2016 04:00,55.1,35,42,68.7,40.4,37,79.2,56.5
19/12/2016 04:30,55.1,36.5,42.6,70.4,40.4,41.5,79.2,65.5
19/12/2016 05:00,55.1,39,44.8,78.3,40.9,38.6,77.4,61.2
19/12/2016 05:30,59.7,39.4,48.7,84.4,45.2,42.8,79.6,77.6
19/12/2016 06:00,65.8,45.3,54.1,87.2,46.6,52.1,82.7,77.5
19/12/2016 06:30,69.9,53.8,56.9,87.7,49.6,53.8,85.4,82.5
19/12/2016 07:00,86.6,60.2,64,91.5,55.4,67.3,105.2,106.3
19/12/2016 07:30,91.4,64,79.4,92.8,57.8,74.3,114,96
19/12/2016 08:00,93.5,74.9,94.9,94.3,55.7,89.8,118.1,118.2
19/12/2016 08:30,88.4,75.1,103.1,86.6,56.5,70.7,119,121.2
19/12/2016 09:00,89.7,75.8,109.7,83.7,64.3,70.2,118.2,135.5
19/12/2016 09:30,87.8,80.7,110.6,87.1,67.3,67,115.8,141
19/12/2016 10:00,88.4,77.1,107.1,92.7,67.8,66.5,120.3,131.5
19/12/2016 10:30,88.4,76.4,108.6,90.3,69.9,65.3,119.4,126.5
19/12/2016 11:00,87,78.3,110.2,89.8,69.7,65.3,119,132.2
19/12/2016 11:30,86.9,77.3,108.4,84.3,68.7,65.4,114.3,142.1
19/12/2016 12:00,88.7,78.3,108.2,80,66.2,70.4,112.9,136.2
19/12/2016 12:30,89.5,78.3,110.7,74.8,66.6,71.2,117.5,128.8
19/12/2016 13:00,90.7,77.5,101.4,80.1,67,65.2,115.3,132.4
19/12/2016 13:30,85.7,77,101.4,79.1,68.8,62.6,119.8,138.7
19/12/2016 14:00,84.7,77,107.2,75.3,71.5,63.7,120.4,138.3
19/12/2016 14:30,86,74.8,111.4,73.4,68.5,68.4,121.6,131.9
19/12/2016 15:00,87.4,75.6,109.1,75.9,71.6,69.4,120.7,125.9
19/12/2016 15:30,87.9,74.1,105.2,72.8,70.2,74.5,118,128
19/12/2016 16:00,99.9,70.6,104.8,70.8,70,84,115.6,133.4
19/12/2016 16:30,115.9,58.1,101.8,73.7,74.2,105.2,113,134.5
19/12/2016 17:00,129.8,47.6,97.7,81.1,76.3,122.2,111.6,118.1
19/12/2016 17:30,133.3,47.2,94.8,79.3,75.6,128.8,112.2,116.4
19/12/2016 18:00,132.9,42.4,87.8,78.1,72.6,129.5,111.4,119.5
19/12/2016 18:30,129.8,41.4,86.6,76,70.8,121.2,105.3,112.5
19/12/2016 19:00,124.4,36.8,84.8,73,67.6,117.8,102.5,96.4
19/12/2016 19:30,119.7,36.5,83.8,73,66.5,119.4,104,97.3
19/12/2016 20:00,119.7,36.5,83.8,73,66.5,119.4,104,97.3
19/12/2016 20:30,115,41.4,77.5,69.8,64.1,108.9,107.7,98.3
19/12/2016 21:00,113.9,41.4,75.4,71.7,62,108,106.8,98.7
19/12/2016 21:30,107.7,41.4,74.2,72.9,58,99.2,106.9,87.8
19/12/2016 22:00,99.8,42.2,72.8,67.8,53.7,92.9,102.4,83.7
19/12/2016 22:30,91.1,43.2,70.7,67.8,50.4,81.7,102.6,81.9
19/12/2016 23:00,85.9,45.3,71.7,67.8,54.5,78.3,107.3,87.6
19/12/2016 23:30,80.4,46.1,70.1,67.8,55.7,69.2,101.1,94.6
20/12/2016 00:00,74.1,43.6,67.7,63.2,53.6,61.7,103.2,85.5
20/12/2016 00:30,71,43.6,64.7,62.9,48.8,58.1,104.2,80
20/12/2016 01:00,68.6,45.2,63.8,62.9,46.7,50.2,102.8,80.9
20/12/2016 01:30,62.6,43.9,60.5,62.9,45.4,47.9,101.4,82.9
20/12/2016 02:00,58.8,41.5,61.2,62.9,45.4,45.6,104.1,93.4
20/12/2016 02:30,58.8,42,60.8,62.9,44.3,42.2,101.5,87.6
20/12/2016 03:00,54.3,41.5,58.1,62.9,42.4,42.2,98.2,80.8
20/12/2016 03:30,53.8,41,58,62.9,40,43.1,100.3,80.6
20/12/2016 04:00,53.8,41.4,62.2,67.5,39.8,40.8,100.4,80.5
20/12/2016 04:30,53.8,40.6,61.4,73.5,39.6,40.8,104.9,80.4
20/12/2016 05:00,55,45,61.3,77.9,39.6,40.8,102.9,90.9
20/12/2016 05:30,59.7,45.7,64.1,79.5,43.9,44.2,102,97.7
20/12/2016 06:00,66.8,46.3,66.8,82.5,45.5,50.6,106.7,99.1
20/12/2016 06:30,74,52.4,73.1,87.8,51.1,54.4,107.5,102.2
20/12/2016 07:00,88.2,60.1,78.5,88.4,52.8,74.2,115.8,102.5
20/12/2016 07:30,93.6,65.4,86.5,90.1,54.5,80.6,115.7,111.1
20/12/2016 08:00,98.6,82.1,98.6,91.5,55.2,87.5,116,122.8
20/12/2016 08:30,93.7,86.8,103.3,81.7,57.3,77.4,116.5,128.8
20/12/2016 09:00,93.5,85.7,108.4,83.9,65.8,74.3,116.7,126.8
20/12/2016 09:30,98.1,83.3,111.1,87.7,71,72,115.2,125.8
20/12/2016 10:00,98.2,79.3,109.2,90.2,71.7,68.4,119.1,128.2
20/12/2016 10:30,99.3,80,109.7,88.1,74.3,73,121.3,127.6
20/12/2016 11:00,99.5,80.2,107.6,87.1,73.9,71.3,119.7,133.2
20/12/2016 11:30,98.1,81.1,110.3,87.4,73.9,72.4,119.8,133.2
20/12/2016 12:00,101.2,81.7,113.6,88.6,73.7,78.9,120.7,126.1
20/12/2016 12:30,104,83.1,112.9,89.4,76,84.7,118.6,127.4
20/12/2016 13:00,103.3,76.2,107,86.2,75.2,79,115.1,133.1
20/12/2016 13:30,98.4,76.3,105.2,87.8,75.8,77.4,113.5,140.4
20/12/2016 14:00,97,80.8,104.9,82.4,75.7,83.4,115.3,132.7
20/12/2016 14:30,97.9,72.8,107.1,82.1,76.6,87.6,122.3,136.5
20/12/2016 15:00,104.2,70.2,108.1,79.7,75.2,90.9,119.5,137.7
20/12/2016 15:30,104.6,70.7,108.9,78.3,75.8,84.7,121.7,135
20/12/2016 16:00,112.3,73.2,107.2,76.2,77.3,98.4,120.7,132.5
20/12/2016 16:30,122.1,62.4,106.3,84.5,79.2,111.5,119,128.9
20/12/2016 17:00,131.2,49.7,103.7,82.9,79.1,126.7,118,122.3
20/12/2016 17:30,135.6,46.9,99.2,80.5,76.2,128.4,115.3,130.7
20/12/2016 18:00,139.7,44,92.8,79.6,73.2,126.6,117.3,112.1
20/12/2016 18:30,133.5,38.9,89.6,76.6,70.4,130.2,110.6,108.2
20/12/2016 19:00,129.5,35.9,87,75.8,66.8,126.5,108.1,101.9
20/12/2016 19:30,128.8,34.3,86.5,74.7,66.1,120,108.7,102.7
20/12/2016 20:00,128.8,34.3,86.5,74.7,66.1,120,108.7,102.7
20/12/2016 20:30,123.2,34.3,76.7,73.1,60.8,108.9,110.7,89
20/12/2016 21:00,114.4,40.8,73.2,73.3,61.6,108.6,110.1,86.9
20/12/2016 21:30,111,40.9,73.8,71.8,56.8,103.4,109.4,85.3
20/12/2016 22:00,99.8,45,71.6,71.8,54.6,96.7,105.7,88.7
20/12/2016 22:30,91,43.4,68.6,71.8,54.6,87.7,109.2,93.2
20/12/2016 23:00,85.3,37.4,69.8,69.3,57.7,78.6,109.2,82.3
20/12/2016 23:30,79.1,37.3,70.4,68.1,55.3,71.5,106.1,80.6
21/12/2016 00:00,71.9,37,69.3,66.3,54.2,66.6,111.8,76.9
21/12/2016 00:30,69,37,67.1,66.3,50.6,57.7,108.3,82.2
21/12/2016 01:00,64,37,64,66.3,49,53.7,105,90.2
21/12/2016 01:30,63.3,37.9,63.5,66.3,47.4,48.6,101.9,84.2
21/12/2016 02:00,58.2,37,61.8,66.3,44.4,43.1,99,77.2
21/12/2016 02:30,58.2,37.2,59,66.3,43.9,42.8,97,79.7
21/12/2016 03:00,58.2,37.2,58,66.3,43.9,41.4,95.1,87.8
21/12/2016 03:30,58.2,37.2,58.5,61.4,43.9,41.5,94.2,89
21/12/2016 04:00,58.2,37.2,58.5,69.8,43.9,39.1,95.6,80.6
21/12/2016 04:30,58.2,37.2,58.3,71.8,43.9,42.8,96.9,77.1
21/12/2016 05:00,58.2,37.2,60.9,79.2,43.9,40.1,96,82.6
21/12/2016 05:30,62.1,37.2,63.3,84,46.9,45.1,96,99.2
21/12/2016 06:00,68.2,41.3,66.1,87.8,48.9,55.2,100.6,107.6
21/12/2016 06:30,73,46.8,71.8,87.3,53.1,66.4,96.6,98
21/12/2016 07:00,88,51.9,77.3,83.5,56,78.1,105.3,109
21/12/2016 07:30,94,56.6,82.9,86.3,57,84.9,114.8,114
21/12/2016 08:00,96.9,69.8,99.6,90.5,58.4,89.3,116.4,144.8
21/12/2016 08:30,90.5,73.8,107.1,84.4,58.2,70.6,115.4,131.1
21/12/2016 09:00,89.6,76.1,111.8,85.6,67.4,71.9,110.3,131.5
21/12/2016 09:30,91.9,77.3,115.3,87,70.2,69.1,107.3,132.8
21/12/2016 10:00,90.2,72.3,108.3,86.5,72,70,105.6,143.4
21/12/2016 10:30,90.4,72.5,107.5,86.6,71.4,66.3,108.7,134.6
21/12/2016 11:00,89.8,72.7,107,87.6,71.8,68.6,119.2,130.2
21/12/2016 11:30,87.5,73.8,106.4,84.3,70.6,75.1,118,127.8
21/12/2016 12:00,88.4,76.2,107.1,83.6,70.6,76.7,110.3,138.3
21/12/2016 12:30,90.3,76.3,105.9,82.2,72.6,78.7,111.3,136.2
21/12/2016 13:00,91.9,75.2,102.6,79.9,70.3,74.2,109.3,127.3
21/12/2016 13:30,88.8,75.7,99.5,78.8,70.4,67.3,109.7,130.9
21/12/2016 14:00,86.6,71.4,104.8,78.8,71.3,64.9,113.3,125.5
21/12/2016 14:30,87.3,70.8,107,77.1,71.1,63.6,115.7,134
21/12/2016 15:00,91.7,69.7,99.9,74.7,72,69.9,117.4,129.2
21/12/2016 15:30,94.8,73.3,100,76.1,71.7,70,112.9,125.5
21/12/2016 16:00,104.4,69.8,99.4,71.1,72.2,81.2,110.9,123.4
21/12/2016 16:30,120.4,59.1,98.6,74.7,75.3,98.3,102.1,130.8
21/12/2016 17:00,133.7,51,94.5,81.7,77.7,116.1,99.2,134.3
21/12/2016 17:30,137.1,52.6,92.7,77.2,76.2,122.2,98.4,125.2
21/12/2016 18:00,140.3,49.9,90,76.3,72.4,129.2,93.7,107.4
21/12/2016 18:30,143.9,45.8,87.1,76.8,71.8,118.4,91,107.8
21/12/2016 19:00,137.5,41.7,85.1,74.6,71.1,116.1,90.1,111.2
21/12/2016 19:30,140.9,37,81.2,74.5,69.2,116.4,90.4,108.2
21/12/2016 20:00,140.9,37,81.2,74.5,69.2,116.4,90.4,108.2
21/12/2016 20:30,127.6,35.4,71.9,72,63,110.6,95.3,87.1
21/12/2016 21:00,124.4,40.1,70.6,73.1,60.2,106.8,96.9,84.4
21/12/2016 21:30,120,41,70.7,73.8,58.3,103.8,94.2,94
21/12/2016 22:00,110.4,42.5,68.1,73.8,53.8,97.2,94.2,90.9
21/12/2016 22:30,102.1,42.1,66.3,73.8,53.3,92.5,92,83.3
21/12/2016 23:00,94,37.1,68.1,70.4,56.8,81.1,90.7,80.5
21/12/2016 23:30,85.9,36.6,67.4,68.5,57.2,71.5,92.6,87.8
22/12/2016 00:00,77.8,37,64.9,63.8,57.2,66.9,89.1,83.9
