Weather:,518,Location:,Shannon Airport Area,,,,,
,,,,,,,,
Voltage,10,10,10,10,10,10,10,10
,,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,RC14,RC16,RC20,RC22,RC11,RC15,RC17,RC19
Load:,Residential,Ind/Comm,Residential,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading,Reading
16/05/2016 00:00,55.9,29.5,39.1,61,38.3,44.9,61.6,53.7
16/05/2016 00:30,49.8,29.3,36,59.4,37.8,41.5,60.7,64.3
16/05/2016 01:00,44.4,29.3,35.8,59.4,35.9,40.7,60.3,53.6
16/05/2016 01:30,44.4,29.3,35.3,59.4,32.7,35.5,58.9,53.5
16/05/2016 02:00,44.4,29.3,36.4,59.4,35.4,34,57.4,52.8
16/05/2016 02:30,44.4,29.3,37.9,59.4,32.9,34.1,57,53.5
16/05/2016 03:00,44.4,29.3,37.9,59.4,32.9,33.3,55.8,53.5
16/05/2016 03:30,41.2,29.3,36.6,59.4,32.9,33.3,56.7,53.9
16/05/2016 04:00,39.6,29.3,34.7,64.3,32.9,33.3,57.6,54.9
16/05/2016 04:30,39.6,29.3,36,65.2,30.9,33.3,60.2,64
16/05/2016 05:00,41.6,34.2,38.6,67.1,28.2,32.2,60.3,55
16/05/2016 05:30,41,33.3,40.8,66.1,28.3,24.7,56.6,60.4
16/05/2016 06:00,46,32.9,42.8,68.3,31.6,30.5,59.9,66.5
16/05/2016 06:30,51.4,33.9,45.2,67.4,34.4,35.3,88.8,69.2
16/05/2016 07:00,68.3,45.1,51,67.1,36,51.1,100.9,80.7
16/05/2016 07:30,70.3,48.7,62.6,74.9,39.6,54.2,111.8,85.7
16/05/2016 08:00,0,0,0,0,0,63.6,114.1,112.9
16/05/2016 08:30,76.6,61.2,89.3,71.8,44.3,53.3,115.7,106.4
16/05/2016 09:00,76.4,66,95.9,71.7,49.7,55.4,120.4,108.3
16/05/2016 09:30,77,65.5,93.8,75.1,49.7,58.6,121.7,114
16/05/2016 10:00,73.1,64.6,93.1,82.2,53.3,54.8,124.2,112.7
16/05/2016 10:30,72.4,63.9,98,82.4,56.4,54.3,127.5,115.6
16/05/2016 11:00,58.3,63.5,96.1,84,56.6,56.6,128.7,117.6
16/05/2016 11:30,57.2,65.3,99.5,78.5,56.6,57.3,127.4,115
16/05/2016 12:00,67.1,66.6,96.4,74.1,57.3,56.1,130.8,114.1
16/05/2016 12:30,69.1,66.9,97.1,74.1,57.3,57.1,130.2,112.6
16/05/2016 13:00,69.7,65.5,90.6,70.7,57.2,54.4,129.6,115.6
16/05/2016 13:30,68.6,65,90.7,70.7,55.6,55.6,128.9,119.5
16/05/2016 14:00,68.3,67,93.3,70.9,56.3,52.5,130.2,112.2
16/05/2016 14:30,68.4,67,94.9,69,58.2,54.9,132.8,110.8
16/05/2016 15:00,66.6,67.1,93.6,66.9,59,55.4,135,111.5
16/05/2016 15:30,66.9,66.5,91.6,69,57.8,55.6,136.7,121.3
16/05/2016 16:00,71.6,62.5,90.7,65.8,56.7,58.6,134.8,110.5
16/05/2016 16:30,76.1,53.2,82.4,68.3,58,67.2,127.4,109.4
16/05/2016 17:00,86.1,42.3,74.2,64.6,55.8,77.5,125.7,99.2
16/05/2016 17:30,84.6,41,77.1,63.8,53.8,80.6,119.4,98.1
16/05/2016 18:00,85.2,35.9,71.4,59.2,50.5,74.3,117.8,100.6
16/05/2016 18:30,85.6,30,70.3,59.7,49.6,71.8,113.9,87.2
16/05/2016 19:00,82.4,28.9,67.9,60.1,42.8,73.6,112,80.7
16/05/2016 19:30,82.3,28.9,63.7,63.7,40.1,72.3,111.1,67.3
16/05/2016 20:00,82.3,28.9,63.7,63.7,40.1,72.3,111.1,67.3
16/05/2016 20:30,76.5,26.5,64.9,65.2,38,69.2,114.1,69.8
16/05/2016 21:00,78,26.3,61.9,63.4,37.7,71.1,113.6,59.9
16/05/2016 21:30,78.7,27.7,62.2,62.1,41,72.1,110.6,61.1
16/05/2016 22:00,78.9,27.9,61.5,65.7,43.2,76.5,108.5,64.7
16/05/2016 22:30,72.2,27.9,60.2,63.1,40.2,71,109.7,63.7
16/05/2016 23:00,64.3,27.9,58.2,62.3,38.7,59,112.8,62.7
16/05/2016 23:30,57.3,27.9,57.6,62.6,38.6,49.2,112,64.7
17/05/2016 00:00,52,27.9,55.4,62.3,33.8,46.9,109.3,54.3
17/05/2016 00:30,47.3,27.9,51.4,62.3,33.8,43.2,109.4,53.7
17/05/2016 01:00,46.7,28.1,50.8,62.3,33.8,39,109,53.1
17/05/2016 01:30,45.9,28.1,50.2,58.3,33.8,33.9,107.9,52.6
17/05/2016 02:00,41.8,28.1,49.7,59.7,33.8,33.9,107.9,53.5
17/05/2016 02:30,41.8,28.1,48.5,62.4,33.8,33.9,108,55.3
17/05/2016 03:00,41.8,28.1,46.5,57.8,30.8,33.9,107.3,61.1
17/05/2016 03:30,41.8,28.1,46.5,61.7,30.3,29.1,105.4,53.1
17/05/2016 04:00,41.8,28.2,47.3,62.7,32.1,31.4,107.4,52
17/05/2016 04:30,38.3,27.9,48.3,62.7,30.9,30.9,106.2,52.8
17/05/2016 05:00,41.2,27.9,48.4,68.8,28.7,32.6,104.3,53.5
17/05/2016 05:30,41.9,29.4,49.1,69.7,28.7,26.2,107,55.2
17/05/2016 06:00,46.7,32.6,52.6,69.9,32.8,31.1,105.1,76
17/05/2016 06:30,53.9,29.1,57,69.2,35.2,38.5,108.4,68.8
17/05/2016 07:00,65.8,39.2,60.9,74.8,35,50.6,121.8,74.1
17/05/2016 07:30,71.9,47.9,70.4,72.6,37.5,55.5,122.6,85.3
17/05/2016 08:00,74.2,60,88.1,77.4,40.9,64.1,129.6,97.5
17/05/2016 08:30,73,69,95.9,77.7,43.7,58.9,130.9,111.2
17/05/2016 09:00,74.5,71.5,99.4,78.8,50.8,55.9,130.1,113
17/05/2016 09:30,75.6,72,96.2,77.2,55,54.4,133.4,109.5
17/05/2016 10:00,70.7,72.3,98.8,86.6,54,54,133,104.6
17/05/2016 10:30,69.8,80.9,99.6,85.4,58.6,55.4,130.1,107.2
17/05/2016 11:00,72.1,86,99.1,85.3,57.7,56.6,133.6,115.4
17/05/2016 11:30,73.1,79.6,101.1,81.6,56.9,59.3,134.9,112.6
17/05/2016 12:00,75,68.5,101.6,80,59.8,61,135.1,105.1
17/05/2016 12:30,72.6,67.1,97.7,75.6,58.1,61.2,134,110.3
17/05/2016 13:00,73.5,68,91.7,73.1,58.2,61,131.9,110.6
17/05/2016 13:30,70,65.3,92,74.2,59,54.4,136.1,118.7
17/05/2016 14:00,69.3,62.4,93.5,68.6,59,55.8,131.8,104.6
17/05/2016 14:30,71.1,73.7,96.7,68.6,59.3,57,139.4,104.9
17/05/2016 15:00,76,78.9,92.2,69.1,57.9,60.7,137.3,105.5
17/05/2016 15:30,72.3,63.7,94.5,68.4,58.5,58,138.7,109.5
17/05/2016 16:00,76.5,63.7,91.6,69.5,57.5,67,131.5,109.7
17/05/2016 16:30,84.7,50,85.8,71.1,57.3,75,123.4,103.4
17/05/2016 17:00,89.3,38.3,80.5,72.5,56.4,82.1,122.2,95.8
17/05/2016 17:30,89.6,36.5,76.7,72.6,54.1,87.8,117.9,91.9
17/05/2016 18:00,94.8,33,73.2,70.5,52.5,84.6,120.6,92.4
17/05/2016 18:30,89.5,28.4,71.5,67.7,48.5,78.4,118.4,86
17/05/2016 19:00,87.5,25.9,71.2,67.7,47.2,74.8,118.7,75.8
17/05/2016 19:30,88.9,25.9,69.6,67.7,46,76.3,116,64.8
17/05/2016 20:00,88.9,25.9,69.6,67.7,46,76.3,116,64.8
17/05/2016 20:30,83.8,25.9,64.3,67.3,41.6,70.9,109.8,61.3
17/05/2016 21:00,84.1,25.7,64.7,62.5,41.6,75.3,110,69.4
17/05/2016 21:30,85,27.6,64.4,66.5,41.6,83,108.3,66
17/05/2016 22:00,81.5,26.1,63.2,66.7,41.6,73.2,107.2,62.9
17/05/2016 22:30,70.6,26.1,62,63.9,40.5,68.9,109.1,60.7
17/05/2016 23:00,64.6,26.1,60.6,61.3,36.1,58.5,108.2,59.2
17/05/2016 23:30,59.5,26.1,58.4,61.3,36.1,52.4,107,60.1
18/05/2016 00:00,53,27.1,58.3,61.3,36.1,46.4,106.6,60.9
18/05/2016 00:30,52.3,27.6,53.4,61.3,35.4,41.2,106.2,54.2
18/05/2016 01:00,51.8,27.6,51.8,61.3,35.4,38.4,105,53.5
18/05/2016 01:30,47.4,29.4,49.2,61.3,31.3,37.2,104.5,53.5
18/05/2016 02:00,47.4,30,47.8,61.3,31.3,36,106.1,53.9
18/05/2016 02:30,44,26.9,48.5,61.3,31.3,36,102.1,63.8
18/05/2016 03:00,42.1,25.7,46.2,61.3,31.3,33.7,101.3,53.3
18/05/2016 03:30,42.1,25.7,43.7,61.3,31.3,30.8,103,53.1
18/05/2016 04:00,42.1,25.7,46,61.3,31.3,32.9,104.8,51.9
18/05/2016 04:30,42.1,25.6,48.6,62.9,31.3,32.1,102.1,54.4
18/05/2016 05:00,42.1,27.7,47.2,69.6,31.3,30.7,104.7,56
18/05/2016 05:30,44.2,28.8,49.1,68.5,31.3,25.4,104.1,61.9
18/05/2016 06:00,49.3,31.1,49.5,71.4,32.4,31,103.9,68.3
18/05/2016 06:30,53.9,30.9,53.3,71.1,37.6,42.4,107.2,69.3
18/05/2016 07:00,67.9,39.8,58.7,75,34.5,50.4,120.1,78.9
18/05/2016 07:30,71,47.6,68.9,76.4,37.5,54.9,120.2,87.7
18/05/2016 08:00,74.8,59.2,85.5,77.7,38.7,62.8,125.2,113.2
18/05/2016 08:30,72.8,67.7,95.6,77.8,43.4,57.8,132.8,106.1
18/05/2016 09:00,73.4,74.2,102.7,73.5,53,57.7,135.8,106.8
18/05/2016 09:30,75.1,69.4,100.8,75.9,54.5,54.4,137.8,105.1
18/05/2016 10:00,72.2,66.6,98.7,82,54.7,53.2,135.6,109.2
18/05/2016 10:30,73.9,67.4,100.9,82,57.4,60.6,137.5,116.4
18/05/2016 11:00,73.3,68.6,97.7,80,59.3,55.8,143.6,111.4
18/05/2016 11:30,69.6,69.2,98.6,71.7,57.7,59.3,141.3,107.4
18/05/2016 12:00,72.5,67.6,96.6,71.1,59.4,59.5,141.6,110
18/05/2016 12:30,74.4,67.1,96.1,70.3,59,55.5,142,111.4
18/05/2016 13:00,72.9,64.7,90.4,68,59.3,58.5,138.7,116
18/05/2016 13:30,74.2,67.3,87.2,66.1,58,56.2,140,106.7
18/05/2016 14:00,76.2,67.3,91.8,66.6,59.7,50.9,141.2,110.5
18/05/2016 14:30,74.3,65,96.1,65.9,59.3,53.1,137.3,106.6
18/05/2016 15:00,76.8,62.7,95.5,65.5,57.2,57.6,139.8,112
18/05/2016 15:30,76.2,60.3,94.6,65.9,58.4,58.2,134.9,101.7
18/05/2016 16:00,78.7,59.4,90.2,63.3,58.9,65.5,132.5,101.1
18/05/2016 16:30,83.4,47.6,84.6,63.7,58.8,68.8,131.4,100.1
18/05/2016 17:00,89.5,39.8,77.5,64.5,57.9,81.7,132.8,96.9
18/05/2016 17:30,94.5,37.9,75.2,64,55,83,129.9,97.7
18/05/2016 18:00,95.5,33.1,72.2,59.2,50.8,83.9,128,86.1
18/05/2016 18:30,93.7,28.5,71.3,57.9,49.3,74.7,124.1,83.5
18/05/2016 19:00,89.2,27.6,66.8,57.9,44.9,74.1,119.4,78
18/05/2016 19:30,87.4,27.6,69,57.9,44.2,71.3,115.3,68.4
18/05/2016 20:00,87.4,27.6,69,57.9,44.2,71.3,115.3,68.4
18/05/2016 20:30,83.7,27.4,66.3,57.9,40,70.4,113.6,59.2
18/05/2016 21:00,81.1,24.4,63.7,60,40.1,71.4,114.1,58.3
18/05/2016 21:30,86.3,26.7,64.6,65.6,43.5,70.9,113.2,60.2
18/05/2016 22:00,81.4,28.4,63,64.9,42.5,77.8,110.2,62
18/05/2016 22:30,73.8,28.4,62.3,63.6,42.3,68.2,106.6,69
18/05/2016 23:00,69,28.4,61.4,62.7,39.7,63,102.2,59.7
18/05/2016 23:30,62.4,28.4,58.9,59.7,39,50.6,102,57.5
19/05/2016 00:00,56.1,27.9,58.2,61.3,35.4,46.7,102.8,55
19/05/2016 00:30,51.5,25.8,55.1,60,34.4,41.5,104.3,54.4
19/05/2016 01:00,51.5,23,52,60,34.2,38.6,105.3,55.5
19/05/2016 01:30,47.6,23.6,50.4,60,34.2,38.2,104.1,60
19/05/2016 02:00,43.4,23.8,50.3,60.9,34.2,35.1,102,60
19/05/2016 02:30,43.4,23.8,51.8,61.4,34.2,35.1,103.1,54.9
19/05/2016 03:00,43.4,23.8,47.7,61.4,30.7,33.8,102.3,53.4
19/05/2016 03:30,43.4,23.8,46.6,61.4,29.2,29.7,101.6,54.1
19/05/2016 04:00,43.3,23.8,45.9,61.7,30,32.8,98.3,56.7
19/05/2016 04:30,37.9,24.3,48.5,66.9,30,30.5,99.1,60
19/05/2016 05:00,43,24.7,47.8,71.6,30,30.5,97.1,53.6
19/05/2016 05:30,43,24.6,49,75.3,30,32,95.9,57.3
19/05/2016 06:00,49.2,28.7,51.7,74.9,33.2,33.1,96.9,67.7
19/05/2016 06:30,53.5,28.4,53.8,72.9,35.1,36.6,104.2,67.6
19/05/2016 07:00,68.1,36.7,61,74.4,36,49.7,117.4,86.5
19/05/2016 07:30,75.2,45.2,71.8,74.9,39.2,53.9,119.9,87.8
19/05/2016 08:00,76,58,87.4,75.8,40.1,64.9,122.2,104.3
19/05/2016 08:30,74.9,65.9,95.4,74.9,43.8,55.5,124.3,104.5
19/05/2016 09:00,74.1,69.5,100,79.4,50.8,58.5,122.8,108.8
19/05/2016 09:30,78.2,68.8,101,78.2,54.6,56.7,129,119.3
19/05/2016 10:00,76.1,66.2,99.7,84.9,57.1,58.7,129.4,116.3
19/05/2016 10:30,75.5,67.8,98.2,81.8,58.6,52.5,128.4,115.9
19/05/2016 11:00,73.9,68.4,96.6,86.1,58.3,51.3,130.3,115.9
19/05/2016 11:30,75.2,67.9,97.6,79.2,58.1,55.1,130.7,117.9
19/05/2016 12:00,75.7,66.9,94.4,73,59.6,59.9,128.6,134.7
19/05/2016 12:30,76.9,62.7,97.2,72.9,59.2,59.8,130.2,128.2
19/05/2016 13:00,72.6,63.8,92.2,69.4,59.2,56.5,129.2,126.7
19/05/2016 13:30,70.8,62.7,90.7,68.8,57.6,55.8,127.9,115.1
19/05/2016 14:00,71.6,61.4,96.9,69.5,57.7,52.9,127.4,128.4
19/05/2016 14:30,73.6,63,97.4,69.6,58.6,56,128.1,124.7
19/05/2016 15:00,76,60.8,95.9,69,58.4,53.8,127.7,124.5
19/05/2016 15:30,75.3,57.5,96.3,69.7,59,62.6,127.4,115.4
19/05/2016 16:00,74.7,57.5,93.6,68.3,59.8,63.1,123.8,125.9
19/05/2016 16:30,79.9,45.3,83.5,69.2,58.5,71.2,120.8,112.5
19/05/2016 17:00,84.8,33.8,78.7,69.6,57.1,75.8,119.1,105.5
19/05/2016 17:30,90.5,33.8,77.4,69.5,55.4,76.1,117.2,100.8
19/05/2016 18:00,86.2,29.9,72.2,64.4,54.3,77.3,115.6,104.9
19/05/2016 18:30,89.8,27.7,70.7,61,51.3,77.1,107.5,97.6
19/05/2016 19:00,88.6,24.3,69.5,62.3,51,75.8,102.4,97.1
19/05/2016 19:30,90.8,24.4,70.8,57.9,49.1,75.3,91.5,91.9
19/05/2016 20:00,90.8,24.4,70.8,57.9,49.1,75.3,91.5,91.9
19/05/2016 20:30,84.7,25.5,64.2,60.4,46.2,78.6,89.9,88
19/05/2016 21:00,85.7,25.7,61.8,61.6,43.1,76.8,89.3,78.4
19/05/2016 21:30,83.4,24.7,60.8,62.5,43.4,76.4,91.4,89.5
19/05/2016 22:00,79.3,26.2,59.5,66.4,43.9,80.1,88.9,88.2
19/05/2016 22:30,76.3,27.4,58.7,62.4,41.9,67.5,87.4,75.3
19/05/2016 23:00,67.4,30.3,54.6,62.8,40.5,59.8,88.6,69.8
19/05/2016 23:30,64.3,30.3,53,62.5,36.3,51.8,86.8,76.5
20/05/2016 00:00,59.9,30,52.1,61.6,36.3,46.8,86.8,72.2
20/05/2016 00:30,54.5,25.6,50.4,61.6,36.3,43.6,84.9,69.8
20/05/2016 01:00,49.8,27.8,47.9,61.6,36.3,38.9,87,57.5
20/05/2016 01:30,48.3,26.7,48.7,61.6,34.3,36.5,84.9,60.4
20/05/2016 02:00,44.4,25.8,46.5,61.6,32,33.6,85,59.3
20/05/2016 02:30,44.4,25.3,46.4,61.6,32,34.5,85.4,64.3
20/05/2016 03:00,44.4,25.3,45.7,61.6,32,34,84.8,63.6
20/05/2016 03:30,44.4,25.3,45.1,61.6,32,34,85.9,58.3
20/05/2016 04:00,43.5,25.3,45,61.6,32,34,83.9,58.3
20/05/2016 04:30,39.2,25.3,45.9,64.8,32,32.6,84.3,57.9
20/05/2016 05:00,42.4,25.3,47.6,74.3,31.4,30.7,83.6,62
20/05/2016 05:30,44.3,26.4,48.6,73.3,30.9,26.9,84.8,67.2
20/05/2016 06:00,47.8,28.6,51.3,77.6,32.4,30.4,87.6,71
20/05/2016 06:30,51.7,28.6,53.8,80.8,36.6,37.2,85.6,73.8
20/05/2016 07:00,64.5,34.8,63,75.6,36.6,53,90.5,78.8
20/05/2016 07:30,73.4,43.1,69.7,75.6,40.3,56.1,90.3,87.8
20/05/2016 08:00,76.7,55.4,87.1,76.7,40.3,61.5,94.2,116.2
20/05/2016 08:30,78.7,64.5,94.7,76.5,41.5,60,98.1,104.3
20/05/2016 09:00,76.7,67.3,100.5,77,52.2,60,95.5,109.1
20/05/2016 09:30,77.6,66.6,100.5,79.1,54.6,59.2,97.3,110.6
20/05/2016 10:00,76.3,67,98.1,85.4,55.4,55.3,95.9,115.5
20/05/2016 10:30,77.1,65.8,96.7,86.9,58.6,62.1,100.6,116.2
20/05/2016 11:00,74.3,67.7,97.6,89,60.6,59.5,109.1,108.7
20/05/2016 11:30,77.6,69.4,96.9,87.4,60.1,59,104.2,111.5
20/05/2016 12:00,78.4,69.7,100.2,78.1,60.9,63.6,93.7,106.9
20/05/2016 12:30,79.3,68.6,100.4,74.3,60.9,66.1,91.2,116.2
20/05/2016 13:00,77.2,67.2,92.5,70.6,61.2,62.5,92.2,115.6
20/05/2016 13:30,74.7,67.8,93.3,71.9,60.6,57.2,95.9,108.6
20/05/2016 14:00,77,65.7,91,76,61.1,59,93.2,106.2
20/05/2016 14:30,76.1,64.1,93.4,68,60.7,58.2,93.4,120.6
20/05/2016 15:00,78.1,65,88.1,67.1,61.4,59,90.4,108.6
20/05/2016 15:30,80.5,62.8,84,69.4,60.1,58.6,90,100.8
20/05/2016 16:00,80.1,58.7,79.5,70.9,62.6,60.4,86.7,102.2
20/05/2016 16:30,88.6,44.1,71.7,70.2,60.7,69.1,80.7,110
20/05/2016 17:00,97.6,36,68.4,67.8,60,74.3,78.6,105.9
20/05/2016 17:30,96.3,32.1,66.3,66.7,58.2,73.2,75.6,95
20/05/2016 18:00,97.7,29.9,63.4,64.5,55.9,77.6,69.8,83.4
20/05/2016 18:30,97.2,27.1,64.1,62.2,54.9,72,66.9,83.1
20/05/2016 19:00,92.8,24.7,59.4,64,52.2,75.9,63.9,86
20/05/2016 19:30,95,24.7,57.1,59.5,52,75.5,62.5,72.4
20/05/2016 20:00,95,24.7,57.1,59.5,52,75.5,62.5,72.4
20/05/2016 20:30,87.9,24.7,55.2,63.7,50.5,72.6,64,59.8
20/05/2016 21:00,82.1,25,55,59.2,46.8,72.2,63,69.4
20/05/2016 21:30,86.3,25.6,54.6,64.5,49,77,64.3,61
20/05/2016 22:00,82.7,25.4,53.4,67.9,47.7,74.7,62,58.4
20/05/2016 22:30,80.3,25.9,50.8,65.6,44.5,67.1,61,59
20/05/2016 23:00,73.7,25.9,48.4,65.6,42.4,62.3,60.9,67.4
20/05/2016 23:30,72.4,25.9,46,65.6,39.1,58,61.1,59.3
21/05/2016 00:00,66.7,25.9,44.4,64.4,40.2,54.5,59.6,56.4
21/05/2016 00:30,58.8,24.7,40.7,65.6,40.6,48.3,61,54.7
21/05/2016 01:00,55.4,23.2,41.2,65.6,40.6,44.2,60.9,57.9
21/05/2016 01:30,50.7,24.5,40.7,65.6,40.6,40.9,60.4,64.6
21/05/2016 02:00,50.6,25.8,39.2,67.4,39.9,38.2,59.2,56.6
21/05/2016 02:30,45.9,24.6,38.3,65.7,37.6,35.1,59.6,54.4
21/05/2016 03:00,45.7,24.3,38.9,64,35.4,35,58.7,54.2
21/05/2016 03:30,45.7,25.6,36.5,61.5,32.4,37.1,59.3,56
21/05/2016 04:00,42.2,27.6,37.4,63.5,33.1,34.2,59.2,61.3
21/05/2016 04:30,42.6,26.2,38.6,64.4,30.5,34.2,58.7,53.2
21/05/2016 05:00,44.3,23.3,39.8,70.5,30.5,31.6,60.3,55.3
21/05/2016 05:30,40,25.4,40.8,68.6,30.5,29.4,58.9,51.7
21/05/2016 06:00,47.1,27.3,39.2,70.6,32.4,29.4,60.1,57.8
21/05/2016 06:30,48.6,28.2,41.1,71.3,31.6,32.1,59.1,60.8
21/05/2016 07:00,53.7,32,43.2,72.9,34.1,34.4,60.4,55.6
21/05/2016 07:30,59.3,31.4,51.3,71.4,37,36.2,64.1,56.9
21/05/2016 08:00,68.4,37.8,55.4,72.3,38.3,46.3,64.2,56.2
21/05/2016 08:30,78.1,38,55,70.8,38.3,58.5,65.2,60.8
21/05/2016 09:00,83.3,38,56.9,71.8,43.5,59.1,66,70.7
21/05/2016 09:30,82,39.2,57.8,73,49.8,63.2,66.6,63.8
21/05/2016 10:00,86.7,38.8,59.6,77.1,51.3,65.8,68.1,66.3
21/05/2016 10:30,85,39.6,59.5,76.3,52.7,73,68.6,67.6
21/05/2016 11:00,82.2,38.1,59.1,75.8,53.6,65.9,66.1,74.6
21/05/2016 11:30,85.3,36.5,60,72.1,54.6,67.3,65.7,69.1
21/05/2016 12:00,84.5,37.5,60.9,67.9,57.1,70.6,65.6,63.8
21/05/2016 12:30,88.3,38.7,61.1,68.6,55.4,67,67.2,63.8
21/05/2016 13:00,84,39.7,59.5,66.2,54.9,70.2,68,70.4
21/05/2016 13:30,83.7,38.7,57.6,63,55.1,66.7,67.1,68
21/05/2016 14:00,85.1,37,54.2,62.6,51,65.6,66.8,66.2
21/05/2016 14:30,81.2,37.3,53.4,60.9,55,60.5,66.2,62.6
21/05/2016 15:00,86.9,35.8,51,60.9,54.1,59.8,65.7,76.9
21/05/2016 15:30,87.3,33.7,48.4,64.5,54.7,58.4,64.3,65.1
21/05/2016 16:00,87.3,33.8,43.7,61.3,54.5,63.7,63.9,62.3
21/05/2016 16:30,90.1,31.1,42.7,63.9,54.3,62.7,61.9,65
21/05/2016 17:00,91.4,25,43.6,61.3,53.4,65.1,61.2,77
21/05/2016 17:30,89.6,24.4,42.8,60.6,49.3,69.3,59.4,61.6
21/05/2016 18:00,90.9,24.4,39.8,58.6,48,68.4,57.5,53.4
21/05/2016 18:30,87.2,23.1,41.1,62.8,45.5,64.4,58,50.6
21/05/2016 19:00,84.8,18.9,40.1,57.5,44.2,64.3,60.1,56
21/05/2016 19:30,83,20.6,41.1,56.8,41.3,61.7,61.8,55.5
21/05/2016 20:00,83,20.6,41.1,56.8,41.3,61.7,61.8,55.5
21/05/2016 20:30,77.5,23,40.2,56.8,41.2,62.8,59.8,48.2
21/05/2016 21:00,78.7,23.6,41.1,56.8,41.2,57.9,59.8,51.3
21/05/2016 21:30,79.3,23.6,41.4,61.7,41.3,61.8,60.4,61.8
21/05/2016 22:00,79.9,23.6,43.3,66.9,42.7,68.5,59.6,58.9
21/05/2016 22:30,73.8,23.6,41.2,64.3,42.4,66.2,58.5,56.3
21/05/2016 23:00,67.6,23.6,39.9,63.3,40.4,64,59.6,58
21/05/2016 23:30,63.1,23.6,37.7,63.3,40.4,59.2,60.2,54.5
22/05/2016 00:00,59.9,23.6,37.6,63.3,39.7,50.5,59.7,62.7
22/05/2016 00:30,55.7,23.6,36.8,61.7,40.9,49.2,59.7,57.9
22/05/2016 01:00,55.7,23.6,35.2,58.5,39.8,46.3,60.5,55.8
22/05/2016 01:30,50,23.6,34.7,58.5,35.6,43.8,59.5,53.6
22/05/2016 02:00,47,23.6,34.7,58.5,35.6,38.6,58.8,54.6
22/05/2016 02:30,45,23.6,34.7,60.8,35.6,38.1,58.4,57.1
22/05/2016 03:00,45,23.6,34.7,61.4,35.6,35.7,58.3,61.2
22/05/2016 03:30,40.2,23.6,34.7,63.1,32.5,33.8,56.9,55.2
22/05/2016 04:00,39.9,23.6,34.7,63.1,29.8,34.9,57.2,56
22/05/2016 04:30,39.9,23.7,34.7,69.4,29.8,31.9,56.4,55.5
22/05/2016 05:00,41.7,23,34.7,65.6,29.8,28.4,57.5,53.5
22/05/2016 05:30,39.8,25,35.1,64.7,25.2,26.6,55.7,59.6
22/05/2016 06:00,42.7,27.5,34.9,66.9,28.1,26.6,57.8,56.3
22/05/2016 06:30,45.2,27.5,35.9,71.3,29.6,28.2,54.4,54
22/05/2016 07:00,48.2,31.4,35.3,71,29.6,31.4,56.7,51.3
22/05/2016 07:30,52.9,30.5,34.3,71.3,30.7,31.4,56.4,51.9
22/05/2016 08:00,64.8,33.8,36.6,74.8,33.2,41.4,60,60.5
22/05/2016 08:30,68.7,33.8,39.9,70.6,33.9,49.4,59.4,52.1
22/05/2016 09:00,73,36,42.5,70.6,41,56.9,59.8,51.4
22/05/2016 09:30,79.5,37.7,44.2,69.7,40.9,56.7,59,51.6
22/05/2016 10:00,86.1,37,46.2,71.4,43.8,64.7,60.6,54.9
22/05/2016 10:30,84.9,37.2,44.3,74,45.4,69.5,61.2,60
22/05/2016 11:00,80.4,39.4,45.8,73.9,44.9,76,61.5,51.3
22/05/2016 11:30,82.8,39,45.6,70.1,44.7,74,59.3,51.9
22/05/2016 12:00,89.4,34.8,45,68.7,46.2,74.4,58.9,52.5
22/05/2016 12:30,87.8,33.4,46.2,65.9,49.7,81.5,60.1,64.3
22/05/2016 13:00,87.2,34.1,44.4,61.6,50.1,77.6,61,51.4
22/05/2016 13:30,85.4,33.2,43.2,62,51,78,60.1,51.7
22/05/2016 14:00,79.7,33.9,44,61.5,51.6,76.8,58.9,60.8
22/05/2016 14:30,78.3,33.5,43.6,60.7,49.3,71,57.4,51.9
22/05/2016 15:00,77,33.1,41.8,61.7,51.2,71.8,57.8,51.5
22/05/2016 15:30,75.4,31,41,61.7,49.8,75.6,57.6,52.1
22/05/2016 16:00,76.2,29.4,41.2,61.7,49.4,71,56.2,60.4
22/05/2016 16:30,78.2,26.3,39.5,64.3,48.7,76.3,56.5,50.4
22/05/2016 17:00,79.8,21.7,39.6,66.2,48.5,75.3,54.5,49.5
22/05/2016 17:30,81.1,19.4,39.8,66.6,48.2,76.6,53.1,50.6
22/05/2016 18:00,86.4,18.7,40.5,61.9,43.7,74.9,53.4,55.5
22/05/2016 18:30,86.2,18.3,41.3,60.8,42.4,74.5,53,60.5
22/05/2016 19:00,83.9,18.3,41.5,57.1,44.1,73.2,54.2,51.3
22/05/2016 19:30,81.1,18.3,38.2,59.5,41.8,67.4,53.4,51.1
22/05/2016 20:00,81.1,18.3,38.2,59.5,41.8,67.4,53.4,51.1
22/05/2016 20:30,79.5,18.7,39.2,56.5,39.7,67.6,54.4,54.6
22/05/2016 21:00,78.5,19.7,38.8,57.7,37.5,62.6,54.4,57.6
22/05/2016 21:30,75.5,20.6,40.7,64.1,39,67.8,54.2,52.7
22/05/2016 22:00,77.9,21.1,40.4,68.3,41.6,69.6,53.7,55.8
